"phrase","n"
"bhikkhuna sa<U+1E45>ghagatena sa<U+1E45>ghe viharantena suvacena bhavitabba<U+1E41> kalya<U+1E47>amittena",1
"bhikkhuna sa<U+1E45>khapi so puggalo anubandhitabbo",1
"bhikkhuna sa<U+1E45>khapi so puggalo apuccha pakkamitabba<U+1E41>",1
"bhikkhuna sa<U+1E45>khapi tamha vanapattha pakkamitabba<U+1E41>",1
"bhikkhuna sa<U+1E45>khapi tasmi<U+1E41> vanapatthe vatthabba<U+1E41>",1
"bhikkhuna samahitena bhavitabba<U+1E41>",1
"bhikkhuna samathavipassanana<U+1E41> bhavanaya vayamitabba<U+1E41>",1
"bhikkhuna sattanna<U+1E41> bojjha<U+1E45>gana<U+1E41> bhavanaya vayamitabba<U+1E41>",1
"bhikkhuna tasmi<U+1E41>yeva purimasmi<U+1E41> samadhinimitte ajjhattameva citta<U+1E41> sa<U+1E47><U+1E6D>hapetabba<U+1E41> sannisadetabba<U+1E41> ekodi katabba<U+1E41> samadahatabba<U+1E41>",1
"bhikkhuna tesa<U+1E41> vitakkana<U+1E41> asa",1
"bhikkhuna tesa<U+1E41> vitakkana<U+1E41> vitakkasa<U+1E45>kharasa<U+1E47><U+1E6D>hana<U+1E41> manasikatabba<U+1E41>",1
"bhikkhuna upa<U+1E6D><U+1E6D>hitassa",1
"bhikkhuna uttari manussadhamme yogo kara<U+1E47>iyo",1
"bhikkhuna vijjaya vimut",1
"bhikkhuna vu<U+1E0D><U+1E0D>hatara<U+1E41> bhikkhu<U+1E41> upasa<U+1E45>kamitva eka<U+1E41>sa<U+1E41> civara<U+1E41> katva pade vanditva ukku<U+1E6D>ika<U+1E41> nisiditva añjali<U+1E41> paggahetva evamassa vacaniyo",1
"bhikkhuna yavajivampi so puggalo anubandhitabbo",1
"bhikkhuna yavajivampi tasmi<U+1E41> vanapatthe vatthabba<U+1E41>",1
"bhikkhuna ye te santa vimokkha a",1
"bhikkhuna<U+1E41> appamadena kara<U+1E47>iyan",1
"bhikkhuna<U+1E41> bha<U+1E47><U+1E0D>anajatana<U+1E41> kalahajatana<U+1E41> vivadapannana<U+1E41> viharata<U+1E41> bahu<U+1E41> assama<U+1E47>aka<U+1E41> ajjhaci<U+1E47><U+1E47>a<U+1E41> ho",1
"bhikkhuna<U+1E41> na appamadena kara<U+1E47>iyan",1
"bhikkhunihi saddhi<U+1E41> a",1
"bhikkhunihi saddhi<U+1E41> viharasi",1
"bhikkhunihi saddhi<U+1E41> viharasi",1
"bhikkhunina<U+1E41> dhammi<U+1E41> kathan",1
"bhikkhunisa<U+1E45>ghe dana<U+1E41> de",1
"bhikkhuniyo ovaditu<U+1E41> pariyayena",1
"bhikkhuniyo ovaditu<U+1E41> pariyayena",1
"bhikkhuno abhijjhalussa abhijjha appahina ho",1
"bhikkhuno abhijjhalussa abhijjha pahina ho",1
"bhikkhuno abhijjhavisamalobho cittassa upakkileso",1
"bhikkhuno amu<U+1E37>havinayo databbo",1
"bhikkhuno asmimano pahino ho",1
"bhikkhuno bahukata<U+1E41> hoti",1
"bhikkhuno bhasita<U+1E41> neva abhinanditabba<U+1E41> nappa<U+1E6D>ikkositabba<U+1E41>",1
"bhikkhuno cakkhuna rupa<U+1E41> disva na rupanimittanusari viñña<U+1E47>a<U+1E41> ho",1
"bhikkhuno cakkhuna rupa<U+1E41> disva rupanimittanusari viñña<U+1E47>a<U+1E41> ho",1
"bhikkhuno digharatta<U+1E41> appicchataya santu<U+1E6D><U+1E6D>hiya sallekhaya subharataya viriyarambhaya sa<U+1E41>vat",1
"bhikkhuno eva<U+1E41> buddha<U+1E41> anussarato eva<U+1E41> dhamma<U+1E41> anussarato eva<U+1E41> sa<U+1E45>gha<U+1E41> anussarato upekkha kusalanissita na sa<U+1E47><U+1E6D>ha",1
"bhikkhuno eva<U+1E41> buddha<U+1E41> anussarato eva<U+1E41> dhamma<U+1E41> anussarato eva<U+1E41> sa<U+1E45>gha<U+1E41> anussarato upekkha kusalanissita sa<U+1E47><U+1E6D>ha",1
"bhikkhuno gaddhabadhipubbassa evarupa<U+1E41> papaka<U+1E41> di<U+1E6D><U+1E6D>higata<U+1E41> uppanna<U+1E41>",1
"bhikkhuno ghanena gandha<U+1E41> ghayitva uppajja",1
"bhikkhuno idhekacce adinava sa<U+1E41>vijjan",1
"bhikkhuno ime pañca cetokhila appahina",1
"bhikkhuno ime pañca cetokhila pahina",1
"bhikkhuno ime papaka akusala icchavacara appahina dissan",1
"bhikkhuno ime papaka akusala icchavacara pahina dissan",1
"bhikkhuno imina viharena viharato <U+1E6D>hanaya citta<U+1E41> nama",1
"bhikkhuno imina viharena viharato ca<U+1E45>kamaya citta<U+1E41> nama",1
"bhikkhuno imina viharena viharato kathaya citta<U+1E41> nama",1
"bhikkhuno imina viharena viharato nisajjaya citta<U+1E41> nama",1
"bhikkhuno imina viharena viharato sayanaya citta<U+1E41> nama",1
"bhikkhuno imina viharena viharato vitakkaya citta<U+1E41> nama",1
"bhikkhuno jivhaya rasa<U+1E41> sayitva uppajja",1
"bhikkhuno katame dhamma pa<U+1E6D>hama<U+1E41> nirujjhan",1
"bhikkhuno katame dhamma pa<U+1E6D>hama<U+1E41> uppajjan",1
"bhikkhuno kayena pho<U+1E6D><U+1E6D>habba<U+1E41> phusitva uppajja",1
"bhikkhuno keva<U+1E6D><U+1E6D>aputtassa evarupa<U+1E41> papaka<U+1E41> di<U+1E6D><U+1E6D>higata<U+1E41> uppanna<U+1E41>",1
"bhikkhuno ki<U+1E41>ninna<U+1E41> citta<U+1E41> ho",1
"bhikkhuno manasa dhamma<U+1E41> viññaya uppajja",1
"bhikkhuno manasikaroto evametasa<U+1E41> di<U+1E6D><U+1E6D>hina<U+1E41> pahana<U+1E41> ho",1
"bhikkhuno pa<U+1E6D>hama<U+1E41> nirujjha",1
"bhikkhuno pa<U+1E6D>hama<U+1E41> uppajja",1
"bhikkhuno pañca cetokhila appahina",1
"bhikkhuno pañca cetokhila pahina",1
"bhikkhuno pañca orambhagiyani sa<U+1E41>yojanani pahinani hon",1
"bhikkhuno ponobbhaviko ja",1
"bhikkhuno sa",1
"bhikkhuno sattha dhamma<U+1E41> dese",1
"bhikkhuno sotena sadda<U+1E41> sutva uppajja",1
"bhikkhuno tamha nimitta añña<U+1E41> nimitta<U+1E41> manasikaroto kusalupasa<U+1E41>hita<U+1E41> uppajjanteva papaka akusala vitakka chandupasa<U+1E41>hitapi dosupasa<U+1E41>hitapi mohupasa<U+1E41>hitapi",1
"bhikkhuno tesampi vitakkana<U+1E41> adinava<U+1E41> upaparikkhato uppajjanteva papaka akusala vitakka chandupasa<U+1E41>hitapi dosupasa<U+1E41>hitapi mohupasa<U+1E41>hitapi",1
"bhikkhuno tesampi vitakkana<U+1E41> asa",1
"bhikkhuno tesampi vitakkana<U+1E41> vitakkasa<U+1E45>kharasa<U+1E47><U+1E6D>hana<U+1E41> manasikaroto uppajjanteva papaka akusala vitakka chandupasa<U+1E41>hitapi dosupasa<U+1E41>hitapi mohupasa<U+1E41>hitapi",1
"bhikkhuno vivekaninna<U+1E41> citta<U+1E41> ho",1
"bhikkhuno ye asava dassana pahatabba te dassana pahina hon",1
"bhikkhusa<U+1E45>gha<U+1E41> pa<U+1E6D>icca ekatta<U+1E41>",1
"bhikkhusa<U+1E45>gha<U+1E41> parihareyya<U+1E41> sariputtamoggallana va",1
"bhikkhusa<U+1E45>ghe dana<U+1E41> de",1
"bhikkhusa<U+1E45>gho arogo ca balava ca",1
"bhikkhusa<U+1E45>gho pa<U+1E47>amito",1
"bhikkhusa<U+1E45>ghopi kho",1
"bhikkhusa<U+1E45>ghopi kho pade pakkhaletva santhagara<U+1E41> pavisitva pacchima<U+1E41> bhit",1
"bhikkhussa apat",1
"bhikkhussa atumari",1
"bhikkhussa matumari",1
"bhikkhuvaggo ni<U+1E6D><U+1E6D>hito du",1
"bhinnana<U+1E41> va sandhata sahitana<U+1E41> va anuppadata samaggaramo samaggarato samagganandi samaggakara<U+1E47>i<U+1E41> vaca<U+1E41> bhasita ahosi<U+1E41>",1
"bhinnena pattena",1
"bhisakko sallakatto",1
"bhiyyopi ga<U+1E47>apema",1
"bhiyyoso mattaya pa<U+1E6D>ibhantu tathagatassa acchariya abbhutadhamma",1
"bhiyyoso mattaya viriya<U+1E41> arabhatha appattassa pat",1
"bhiyyova kame abhipatthayan",1
"bho ca<U+1E45>ki",1
"bho maga<U+1E47><U+1E0D>iya",1
"bhoge ca bhuñjitu<U+1E41> puññani ca katu<U+1E41>",1
"bhogi vata bho puriso",1
"bhojana bhuñjamano appabadhatañca sañjanami appata<U+1E45>katañca lahu<U+1E6D><U+1E6D>hanañca balañca phasuviharañca",1
"bhojana bhuñjami",1
"bhojana<U+1E41> databba<U+1E41>",1
"bhojane amattaññuno",1
"bhojane mattaññu ho",1
"bhojane mattaññu hohi",1
"bhojane mattaññuno bhavissama",1
"bhoto ca pana gotamassa sa janata di<U+1E6D><U+1E6D>hanuga",1
"bhoto kayasmi<U+1E41> gotama",1
"bhoto kho pana ra<U+1E6D><U+1E6D>hapalassa imasmi<U+1E41>yeva thullako<U+1E6D><U+1E6D>hike bahu mittamacca ña",1
"bhovadi nama so ho",1
"bhumaka bhikkhu ja",1
"bhumijasutta<U+1E41> ni<U+1E6D><U+1E6D>hita<U+1E41> cha<U+1E6D><U+1E6D>ha<U+1E41>",1
"bhumiya<U+1E41> vassa<U+1E41>vu<U+1E6D><U+1E6D>ha yena bhagava tenupasa<U+1E45>kami<U+1E41>su",1
"bhuñjamano ekasano yapessasi",1
"bhuta<U+1E41> saccakassa niga<U+1E47><U+1E6D>haputtassa uparivehasa<U+1E41> <U+1E6D>hito ho",1
"bhuta<U+1E41> taccha<U+1E41> anatthasa<U+1E41>hita<U+1E41> sa ca paresa<U+1E41> appiya amanapa",1
"bhuta<U+1E41> taccha<U+1E41> anatthasa<U+1E41>hita<U+1E41> sa ca paresa<U+1E41> piya manapa tampi tathagato vaca<U+1E41> na bhasa",1
"bhuta<U+1E41> taccha<U+1E41> atthasa<U+1E41>hita<U+1E41> sa ca paresa<U+1E41> appiya amanapa",1
"bhuta<U+1E41> taccha<U+1E41> atthasa<U+1E41>hita<U+1E41> sa ca paresa<U+1E41> piya manapa",1
"bhutagarahaka bhutajigucchaka",1
"bhutamida<U+1E41> nossu",1
"bhutana<U+1E41> bhutattena ananubhuta<U+1E41>",1
"bhutapasa<U+1E41>saka bhutabhinandino",1
"bhutapubba<U+1E41> niga<U+1E47><U+1E6D>ho na<U+1E6D>aputto anekasataya parisaya dhamma<U+1E41> dese",1
"bhutapubba<U+1E41> niga<U+1E47><U+1E6D>ho na<U+1E6D>aputto baha paggayha kandanto na labha",1
"bhutapubba<U+1E41> pura<U+1E47>o kassapo anekasataya parisaya dhamma<U+1E41> dese",1
"bhutapubba<U+1E41> pura<U+1E47>o kassapo baha paggayha kandanto na labha",1
"bhutapubba<U+1E41> sama<U+1E47>o gotamo anekasataya parisaya dhamma<U+1E41> desesi",1
"bhutato mañña",1
"bhute abhinanda",1
"bhute bhutato sañjana",1
"bhute bhutato saññatva bhute mañña",1
"bhute me",1
"bhutena tatta<U+1E41> lohagu<U+1E37>a<U+1E41> mukhe pakkhipan",1
"bhutena tatta<U+1E41> tambaloha<U+1E41> mukhe asiñcan",1
"bhutena va bhikkhave",1
"bhutesu mañña",1
"bhuttavaseso sace aka<U+1E45>kha",1
"bhuttavi assa<U+1E41> pavarito paripu<U+1E47><U+1E47>o pariyosito suhito yavadattho",1
"bhuttavi pavarito paripu<U+1E47><U+1E47>o pariyosito suhito yavadattho",1
"bhutva nivapa<U+1E41> gacchama",1
"bijana<U+1E41> taru<U+1E47>ana<U+1E41> udaka<U+1E41> alabhantana<U+1E41> siya aññathatta<U+1E41>",1
"bijana<U+1E41> taru<U+1E47>ana<U+1E41> udaka<U+1E41> alabhantana<U+1E41> siya aññathatta<U+1E41> siya vipari<U+1E47>amo",1
"bijañca panassa ta<U+1E41> pavussakena meghena abhippavu<U+1E6D><U+1E6D>ha<U+1E41> sammadeva viruheyya",1
"bindu ca",1
"bodhi a<U+1E45>gulimalo ca",1
"bodhi mahanamo athopi uttaro",1
"bodhi rajakumaro bhagavanta<U+1E41> sara<U+1E47>a<U+1E41> gaccha",1
"bodhirajakumarasutta<U+1E41> ni<U+1E6D><U+1E6D>hita<U+1E41> pañcama<U+1E41>",1
"bodhisatte bodhisattamata kala<U+1E41> karo",1
"bodhisatto samehi padehi pathaviya<U+1E41> pa",1
"bodhisatto tusita",1
"bodhisatto tusita kaya cavitva matukucchi<U+1E41> okkama",1
"bodhisatto tusita<U+1E41> kaya<U+1E41> upapajji",1
"bojjha<U+1E45>gapabba<U+1E41> ni<U+1E6D><U+1E6D>hita<U+1E41>",1
"braha uju patapava",1
"brahma aganta itthatta<U+1E41>",1
"brahma ca brahmaparisa ca brahmaparisajja ca acchariyabbhutacittajata ahesu<U+1E41>",1
"brahma dasasahassilokadhatu<U+1E41> pharitva adhimuccitva vihara",1
"brahma mahabrahma abhibhu anabhibhuto aññadatthudaso vasavatti issaro katta nimmata se<U+1E6D><U+1E6D>ho sajita vasi pita bhutabhabyana<U+1E41>",1
"brahma mettavihari",1
"brahma pañcasahassilokadhatu<U+1E41> pharitva adhimuccitva vihara",1
"brahma sabyabajjho so brahma aganta itthatta<U+1E41>",1
"brahma sahassilokadhatu<U+1E41> pharitva adhimuccitva vihara",1
"brahma sakko vijanatan",1
"brahma satasahassilokadhatu<U+1E41> pharitva adhimuccitva vihara",1
"brahma upekkhavihari",1
"brahma<U+1E41> abhinanda",1
"brahma<U+1E41> brahmato sañjana",1
"brahma<U+1E41> brahmato saññatva brahma<U+1E41> mañña",1
"brahma<U+1E41> me",1
"brahma<U+1E47>a catuttha<U+1E41> dhamma<U+1E41> paññapen",1
"brahma<U+1E47>a du",1
"brahma<U+1E47>a eva<U+1E41> dana<U+1E41> den",1
"brahma<U+1E47>a ki<U+1E41> vipaka<U+1E41> paññapenti",1
"brahma<U+1E47>a pa<U+1E6D>hama<U+1E41> dhamma<U+1E41> paññapen",1
"brahma<U+1E47>a pañcama<U+1E41> dhamma<U+1E41> paññapen",1
"brahma<U+1E47>a saddhayeva payirupasan",1
"brahma<U+1E47>a ta",1
"brahma<U+1E47>akumarena khat",1
"brahma<U+1E47>ana<U+1E41> brahma<U+1E47>iyo utuniyopi gabbhiniyopi vijayamanapi payamanapi",1
"brahma<U+1E47>ana<U+1E41> dissa",1
"brahma<U+1E47>ana<U+1E41> pora<U+1E47>a<U+1E41> mantapada<U+1E41> i",1
"brahma<U+1E47>assa cepi",1
"brahma<U+1E47>assa paricariya<U+1E41> paññapen",1
"brahma<U+1E47>assa sandhana<U+1E41> paññapen",1
"brahma<U+1E47>avaggo ni<U+1E6D><U+1E6D>hito pañcamo",1
"brahma<U+1E47>ena pokkharasa",1
"brahma<U+1E47>o akasagotto agato",1
"brahma<U+1E47>o arogo ca balava ca",1
"brahma<U+1E47>o bhavanta<U+1E41> gotama<U+1E41> appabadha<U+1E41> appata<U+1E45>ka<U+1E41> lahu<U+1E6D><U+1E6D>hana<U+1E41> bala<U+1E41> phasuvihara<U+1E41> puccha",1
"brahma<U+1E47>o bhavanta<U+1E41> gotama<U+1E41> appabadha<U+1E41> appata<U+1E45>ka<U+1E41> lahu<U+1E6D><U+1E6D>hana<U+1E41> bala<U+1E41> phasuvihara<U+1E41> pucchati",1
"brahma<U+1E47>o ja<U+1E47>usso<U+1E47>i brahma<U+1E47>o pita ca te todeyyo",1
"brahma<U+1E47>o kala<U+1E45>kato",1
"brahma<U+1E47>o pañcanna<U+1E41> orambhagiyana<U+1E41> sa<U+1E41>yojanana<U+1E41> parikkhaya opapa",1
"brahma<U+1E47>o rajana<U+1E41> nissaya brahma<U+1E47>agahapa",1
"brahma<U+1E47>o va brahma<U+1E47>a<U+1E41> paricareyya",1
"brahma<U+1E47>o va mahasalo",1
"brahma<U+1E47>ova nu kho pa<U+1E47>a",1
"brahma<U+1E47>ova sujjhan",1
"brahmabhuta<U+1E41> a",1
"brahmabhuto a",1
"brahmacariya<U+1E41> carissama",1
"brahmacariya<U+1E41> kho",1
"brahmacariyapariyosana<U+1E41> di<U+1E6D><U+1E6D>heva dhamme saya<U+1E41> abhiñña sacchikatva upasampajja vihareyya cha rat",1
"brahmacariyapariyosana<U+1E41> di<U+1E6D><U+1E6D>heva dhamme saya<U+1E41> abhiñña sacchikatva upasampajja vihareyya satta masani",1
"brahmacariyapariyosana<U+1E41> di<U+1E6D><U+1E6D>heva dhamme saya<U+1E41> abhiñña sacchikatva upasampajja vihareyya satta rat",1
"brahmacariyapariyosana<U+1E41> di<U+1E6D><U+1E6D>heva dhamme saya<U+1E41> abhiñña sacchikatva upasampajja vihareyya satta vassani",1
"brahmacariyapariyosana<U+1E41> di<U+1E6D><U+1E6D>heva dhamme saya<U+1E41> abhiñña sacchikatva upasampajja vihareyyun",1
"brahmacariyapariyosana<U+1E41> di<U+1E6D><U+1E6D>heva dhamme saya<U+1E41> abhiñña sacchikatva upasampajja vihari<U+1E41>su",1
"brahmacariyassa kevali",1
"brahmacarupaddavena avadhi<U+1E41>su na<U+1E41> papaka akusala dhamma sa<U+1E45>kilesika ponobbhavika sadara dukkhavipaka aya",1
"brahmagarahaka brahmajigucchaka",1
"brahmalokañca upapajji",1
"brahmalokañca upapanno",1
"brahmaloke antarahito bhagavato purato paturahosi",1
"brahmana<U+1E41> brahmattena ananubhuta<U+1E41>",1
"brahmana<U+1E41> te",1
"brahmanimantanikasutta<U+1E41> ni<U+1E6D><U+1E6D>hita<U+1E41> navama<U+1E41>",1
"brahmapasa<U+1E41>saka brahmabhinandino",1
"brahmasmi<U+1E41> mañña",1
"brahmato mañña",1
"brahmayu brahma<U+1E47>o kala<U+1E41> maññati",1
"brahmayu brahma<U+1E47>o paccapadi dhammassanudhamma<U+1E41>",1
"brahmayu brahma<U+1E47>o u<U+1E6D><U+1E6D>hayasana eka<U+1E41>sa<U+1E41> uttarasa<U+1E45>ga<U+1E41> karitva bhagavato padesu sirasa nipa",1
"brahmayu brahma<U+1E47>o u<U+1E6D><U+1E6D>hayasana eka<U+1E41>sa<U+1E41> uttarasa<U+1E45>ga<U+1E41> karitva yena bhagava tenañjali<U+1E41> pa<U+1E47>ametva",1
"brahmayusutta<U+1E41> ni<U+1E6D><U+1E6D>hita<U+1E41> pa<U+1E6D>hama<U+1E41>",1
"brahmuna sana<U+1E45>kumarena gatha sugita no duggita",1
"brahmuno vacana<U+1E41> upa",1
"buddha<U+1E41> sara<U+1E47>amagama<U+1E41>",1
"buddhappamukhe ubhatosa<U+1E45>ghe dana<U+1E41> de",1
"buddhassa kit",1
"buddho ahu ma<U+1E45>galo vitarago",1
"buddho bhagava",1
"buddho ca kho karu<U+1E47>iko mahesi",1
"buddho kin",1
"buddho so bhagava bodhaya dhamma<U+1E41> dese",1
"buddho tadi pavuccati",1
"byadhi<U+1E41> anatito",1
"byadhidhamma hete",1
"byadhidhamma<U+1E41> vadetha",1
"byagghehi va khajjamana<U+1E41>",1
"byakarohi dani",1
"byakatañca me byakatato dharetha",1
"byakatañca me byakatato dharetha",1
"byakatañca me byakatato dhareyyu<U+1E41>",1
"byañjana<U+1E41> kho pana bhava<U+1E41> gotamo byañjanamattaya ahare",1
"byañjanameva nana<U+1E41>",1
"byañjanato ca sameti",1
"byañjanato nanan",1
"byañjanato sameti",1
"byapada<U+1E41> kho aha<U+1E41>",1
"byapadapaccaya ca dukkha<U+1E41> domanassa<U+1E41> pa<U+1E6D>isa<U+1E41>vede",1
"byapadapaccaya ca sukha<U+1E41> somanassa<U+1E41> pa<U+1E6D>isa<U+1E41>vede",1
"byapadapadosa citta<U+1E41> parisodhesi<U+1E41>",1
"byapadapadosa<U+1E41> pahaya abyapannacitto vihasi<U+1E41> sabbapa<U+1E47>abhutahitanukampi",1
"byapadasahagataya saññaya vihara",1
"byapadasahagatena cetasa vihara",1
"byapado akusala<U+1E41>",1
"byapado kho",1
"byapado pahino ho",1
"byapado sampadoso",1
"byapadopi citta<U+1E41> na pariyadaya",1
"byapadopi citta<U+1E41> pariyadaya",1
"byapannacittapadu<U+1E6D><U+1E6D>hamanasa<U+1E45>kappasandosahetu have te bhonto sama<U+1E47>abrahma<U+1E47>a akusala<U+1E41> bhayabherava<U+1E41> avhayan",1
"byapannacittassa byapado appahino ho",1
"byapannacittassa byapado pahino ho",1
"ca kapa<U+1E6D>iko ma<U+1E47>avo bhota gotamena saddhi<U+1E41> asmi<U+1E41> vacane pa<U+1E6D>imantetun",1
"ca ma<U+1E41> te asata abhutena",1
"ca pana",1
"ca pana ma<U+1E41> asata abhutena",1
"ca pana ma<U+1E41> te asata abhutena",1
"ca sampajaññañca cittekaggata ca",1
"ca vade",1
"ca<U+1E45>kamantassa ta<U+1E41> bhayabherava<U+1E41> agaccha",1
"ca<U+1E45>ki brahma<U+1E47>o",1
"ca<U+1E45>ki brahma<U+1E47>o bhagavanta<U+1E41> etadavoca",1
"ca<U+1E45>ki brahma<U+1E47>o tarukkho brahma<U+1E47>o pokkharasa",1
"ca<U+1E45>ki brahma<U+1E47>o te brahma<U+1E47>e etadavoca",1
"ca<U+1E45>ki esu dhanañjani",1
"ca<U+1E45>ki kira brahma<U+1E47>o sama<U+1E47>a<U+1E41> gotama<U+1E41> dassanaya upasa<U+1E45>kamissati",1
"ca<U+1E45>kisutta<U+1E41> ni<U+1E6D><U+1E6D>hita<U+1E41> pañcama<U+1E41>",1
"ca<U+1E47><U+1E0D>a kho",1
"ca<U+1E47><U+1E0D>a<U+1E41> assa<U+1E41> parivajje",1
"ca<U+1E47><U+1E0D>a<U+1E41> go<U+1E47>a<U+1E41> parivajje",1
"ca<U+1E47><U+1E0D>a<U+1E41> kukkura<U+1E41> parivajje",1
"ca<U+1E47><U+1E0D>alakula<U+1E41> va nesadakula<U+1E41> va venakula<U+1E41> va rathakarakula<U+1E41> va pukkusakula<U+1E41> va",1
"ca<U+1E47><U+1E0D>ena assena samagantabba<U+1E41> ahosi",1
"ca<U+1E47><U+1E0D>ena go<U+1E47>ena samagantabba<U+1E41> ahosi",1
"ca<U+1E47><U+1E0D>ena hatthina samagantabba<U+1E41> ahosi",1
"ca<U+1E47><U+1E0D>enapi assena samagaccha",1
"ca<U+1E47><U+1E0D>enapi go<U+1E47>ena samagaccha",1
"ca<U+1E47><U+1E0D>enapi hatthina samagaccha",1
"ca<U+1E47><U+1E0D>i vedehika gahapatani",1
"caga<U+1E41> kho",1
"cagamettha brahma<U+1E47>a dhamma<U+1E41> mahapphalatara<U+1E41> paññapen",1
"cago va<U+1E0D><U+1E0D>ha",1
"cakka<U+1E41> appa<U+1E6D>ivat",1
"cakkaratana<U+1E41> puratthima<U+1E41> disa<U+1E41> pavatta",1
"cakkaratana<U+1E41> puratthima<U+1E41> samudda<U+1E41> ajjhogahetva paccuttaritva dakkhi<U+1E47>a<U+1E41> disa<U+1E41> pavatta",1
"cakkaratana<U+1E41> samuddapariyanta<U+1E41> pathavi<U+1E41> abhivijinitva tameva rajadhani<U+1E41> paccagantva rañño cakkavat",1
"cakkavatti imahi catuhi iddhihi samannagato ho",1
"cakkavatti imaya catutthaya iddhiya samannagato ho",1
"cakkavatti imaya du",1
"cakkavatti imaya pa<U+1E6D>hamaya iddhiya samannagato ho",1
"cakkavatti imaya ta",1
"cakkavatti imehi sattahi ratanehi samannagato ho",1
"cakkavatti rathesabho",1
"cakkavatti sarathi<U+1E41> amantesi",1
"cakkhayatana<U+1E41> sotayatana<U+1E41> ghanayatana<U+1E41> jivhayatana<U+1E41> kayayatana<U+1E41> manayatana<U+1E41>",1
"cakkhu ceva rupa ca",1
"cakkhu ceva rupa ca sotañca sadda ca ghanañca gandha ca jivha ca rasa ca kayo ca pho<U+1E6D><U+1E6D>habba ca mano ca dhamma ca",1
"cakkhu<U+1E41> eta<U+1E41> mama",1
"cakkhu<U+1E41> kho",1
"cakkhu<U+1E41> loke samuppanna<U+1E41>",1
"cakkhu<U+1E41> neta<U+1E41> mama",1
"cakkhuma puriso apathagatana<U+1E41> rupana<U+1E41> adassanakamo assa",1
"cakkhuma puriso eka<U+1E41> ama<U+1E47><U+1E0D>a<U+1E41> hatthe karitva paccavekkheyya",1
"cakkhuma puriso pañca ama<U+1E47><U+1E0D>ani hatthe karitva paccavekkheyya",1
"cakkhuma puriso ummiletva va nimileyya",1
"cakkhuma puriso uparipasadavaragato sahassa<U+1E41> nemima<U+1E47><U+1E0D>alana<U+1E41> volokeyya",1
"cakkhumato saddhaya",1
"cakkhuna rupa<U+1E41> disva ma nimittaggahi hohi manubyañjanaggahi",1
"cakkhuna rupa<U+1E41> disva na nimittaggahi nanubyañjanaggahi",1
"cakkhuna rupa<U+1E41> disva somanassa<U+1E6D><U+1E6D>haniya<U+1E41> rupa<U+1E41> upavicara",1
"cakkhuna rupa<U+1E41> disva somanassa<U+1E6D><U+1E6D>haniya<U+1E41> rupa<U+1E41> upavicara",1
"cakkhuna rupa<U+1E41> disva uppajja",1
"cakkhuñca kho",1
"cakkhundriyasa<U+1E41>vara<U+1E41> asa<U+1E41>vutassa viharato uppajjeyyu<U+1E41> asava vighatapari<U+1E37>aha",1
"cakkhundriyasa<U+1E41>vara<U+1E41> sa<U+1E41>vutassa viharato eva<U+1E41>sa te asava vighatapari<U+1E37>aha na hon",1
"cakkhundriye na sa<U+1E41>vara<U+1E41> apajja",1
"cakkhundriye sa<U+1E41>vara<U+1E41> apajjahi",1
"cakkhundriye sa<U+1E41>vara<U+1E41> apajji<U+1E41>",1
"cakkhundriye sa<U+1E41>vara<U+1E41> apajjissama",1
"cakkhuni visodheyya",1
"cakkhusamphassa<U+1E41> ajana<U+1E41> apassa<U+1E41> yathabhuta<U+1E41>",1
"cakkhusamphassa<U+1E41> eta<U+1E41> mama",1
"cakkhusamphassa<U+1E41> jana<U+1E41> passa<U+1E41> yathabhuta<U+1E41>",1
"cakkhusamphassa<U+1E41> neta<U+1E41> mama",1
"cakkhusamphassaja vedana",1
"cakkhusamphassassa uppadopi vayopi paññaya",1
"cakkhusamphasse na sarajja",1
"cakkhusamphasse sarajja",1
"cakkhusamphasso nicco va anicco va",1
"cakkhusamphasso sotasamphasso ghanasamphasso jivhasamphasso kayasamphasso manosamphasso",1
"cakkhusmi<U+1E41> asa",1
"cakkhusmi<U+1E41> na sarajja",1
"cakkhusmi<U+1E41> sa",1
"cakkhusmi<U+1E41> sarajja",1
"cakkhussa uppadopi vayopi paññaya",1
"cakkhuviñña<U+1E47>a<U+1E41> ajana<U+1E41> apassa<U+1E41> yathabhuta<U+1E41>",1
"cakkhuviñña<U+1E47>a<U+1E41> cakkhuviñña<U+1E47>aviññatabbe dhamme eta<U+1E41> mama",1
"cakkhuviñña<U+1E47>a<U+1E41> cakkhuviñña<U+1E47>aviññatabbe dhamme neta<U+1E41> mama",1
"cakkhuviñña<U+1E47>a<U+1E41> eta<U+1E41> mama",1
"cakkhuviñña<U+1E47>a<U+1E41> jana<U+1E41> passa<U+1E41> yathabhuta<U+1E41>",1
"cakkhuviñña<U+1E47>a<U+1E41> neta<U+1E41> mama",1
"cakkhuviñña<U+1E47>a<U+1E41> sotaviñña<U+1E47>a<U+1E41> ghanaviñña<U+1E47>a<U+1E41> jivhaviñña<U+1E47>a<U+1E41> kayaviñña<U+1E47>a<U+1E41> manoviñña<U+1E47>a<U+1E41>",1
"cakkhuviñña<U+1E47>assa uppadopi vayopi paññaya",1
"cakkhuviñña<U+1E47>e asa",1
